department_id,year,tech_stack,current_staff_count,yearly_cv_processed,share_seniors,active_projects_count,inbound_applications,avg_dev_salary,devs_hired,devs_fired,turnover_rate,tech_brand_rating,total_salary_budget
1000009,2023,Метро,177,3043.0,16.38418100000000,99.0,1350.0,145517.7492510000,43,28,0.4011300000000000,0.3,30914304.0
1000009,2024,Метро,159,3035.0,17.61006300000000,101.0,1481.0,158416.8149190000,21,31,0.3270440000000000,0.5,30222390.0
1000010,2020,Вокзал,106,1579.0,19.81132100000000,61.0,,105571.9506380000,11,8,0.1792450000000000,0.1,13430971.0
1000010,2021,Вокзал,,1681.0,,67.0,0.0,101704.4469590000,15,21,,0.1,
1000010,2022,Вокзал,100,1709.0,18.0,67.0,924.0,104465.9405780000,17,15,0.32,0.1,12531278.0
1000010,2023,Вокзал,98,1788.0,17.3469390000000,67.0,1154.0,124273.4110090000,12,6,0.1836730000000000,0.1,14614256.0
1000010,2024,Вокзал,113,1958.0,15.04424800000000,71.0,1084.0,132019.0524950000,22,12,0.3008850000000000,0.2,17885577.0
1000011,2020,Стадион,348,5424.0,10.91954000000000,197.0,2866.0,131058.9309320000,41,17,0.16666700000000001,0.8,54725088.0
1000011,2021,Стадион,357,7100.0,10.92437000000000,256.0,2458.0,128060.9450130000,39,16,0.15406200000000000,0.8,54860046.0
1000011,2022,Стадион,376,7907.0,13.56383000000000,268.0,3155.0,135274.7021160000,23,22,0.1196810000000000,0.6,61029707.0
1000011,2023,Стадион,409,8450.0,17.11491400000000,286.0,3677.0,152967.2386420000,45,43,0.21515899999999999,0.6,75084483.0
1000011,2024,Стадион,407,8841.0,18.67321900000000,298.0,3009.0,174734.6931300000,31,34,0.1597050000000000,0.2,85333273.0
1000012,2020,ЖД_станция,136,2175.0,21.32352900000000,84.0,510.0,125482.4071280000,16,11,0.19852900000000001,0.0,20476529.0
1000012,2021,ЖД_станция,137,2350.0,22.62773700000000,90.0,666.0,123925.883334000,16,5,0.15328500000000000,0.3,20374069.0
1000012,2022,ЖД_станция,147,2534.0,25.85034000000000,95.0,778.0,115436.4322120000,17,19,0.24489800000000000,0.2,20370193.0
1000012,2023,ЖД_станция,148,2700.0,24.32432400000000,99.0,945.0,133948.6400070000,21,13,0.22972999999999999,0.3,23782099.0
1000012,2024,ЖД_станция,149,2832.0,24.16107400000000,98.0,897.0,142348.8475810000,9,12,0.14094000000000001,0.3,25457790.0
1000013,2020,ЖД_станция,159,2625.0,25.78616400000000,95.0,738.0,123877.0385080000,22,13,0.22012599999999999,0.0,23635790.0
1000013,2021,ЖД_станция,167,2921.0,25.74850300000000,104.0,1088.0,126916.6772740000,24,14,0.2275450000000000,0.2,25429195.0
1000013,2022,ЖД_станция,200,3211.0,24.0,112.0,1588.0,119720.0630680000,37,32,0.345,0.2,28735126.0
1000013,2023,ЖД_станция,217,3428.0,19.81566800000000,122.0,1758.0,126585.8827850000,32,23,0.2534560000000000,0.3,32963959.0
1000013,2024,ЖД_станция,216,3510.0,19.90740700000000,125.0,1512.0,130915.5257030000,21,29,0.23148099999999999,0.1,33930303.0
1000014,2020,Промзона,260,4463.0,16.92307700000000,158.0,1201.0,121752.7591670000,28,35,0.2423080000000000,0.8,37987210.0
1000014,2021,Промзона,271,4844.0,16.97417000000000,171.0,1700.0,130655.1092010000,49,31,0.2952030000000000,0.8,42487115.0
1000014,2022,Промзона,316,5484.0,17.08860800000000,197.0,2398.0,142447.9900930000,65,26,0.2879750000000000,0.8,54016845.0
1000014,2023,Промзона,335,6118.0,17.31343300000000,215.0,2919.0,155043.7524980000,47,27,0.2208960000000000,0.8,62330899.0
1000014,2024,Промзона,402,7082.0,16.41791000000000,258.0,3052.0,157748.4986970000,80,43,0.30597000000000002,0.8,76105806.0
1000015,2020,Учебное_заведение,48,507.0,20.83333300000000,21.0,151.0,100940.9019070000,12,12,0.5,0.0,5808007.0
1000015,2021,Учебное_заведение,67,521.0,7.462687000000000,20.0,132.0,109381.1488680000,13,16,0.43283600000000000,0.0,8804910.0
1000015,2022,Учебное_заведение,52,515.0,13.46153800000000,21.0,133.0,107243.3639640000,15,15,0.5769230000000000,0.0,6682225.0
1000015,2023,Учебное_заведение,52,487.0,13.46153800000000,21.0,159.0,94368.49829500000,16,14,0.5769230000000000,0.0,5887835.0
1000015,2024,Учебное_заведение,60,454.0,16.66666700000000,18.0,110.0,89915.97403200000,19,19,0.6333330000000000,0.0,6476892.0
1000016,2020,Торговый_центр,75,769.0,13.33333300000000,33.0,307.0,127973.3193830000,16,12,0.37333300000000003,0.1,11519004.0
1000016,2021,Торговый_центр,80,822.0,17.5,35.0,342.0,135919.3344240000,24,11,0.4375,0.1,13045143.0
1000016,2022,Торговый_центр,77,851.0,18.18181800000000,36.0,323.0,134180.3040960000,17,13,0.38961000000000001,0.5,12397219.0
1000016,2023,Торговый_центр,81,903.0,18.51851900000000,36.0,393.0,138060.9931610000,24,31,0.6790119999999999,0.2,13417064.0
1000016,2024,Торговый_центр,88,1009.0,19.31818200000000,39.0,393.0,153931.9537160000,25,20,0.5113640000000000,0.6,16252267.0
1000017,2020,Промзона,106,1589.0,26.41509400000000,63.0,381.0,114259.9726050000,13,14,0.25471700000000003,0.0,14538117.0
1000017,2021,Промзона,110,1623.0,28.18181800000000,66.0,430.0,113462.7593370000,18,21,0.35454500000000000,0.3,14978869.0
1000017,2022,Промзона,119,1623.0,26.05042000000000,62.0,455.0,104254.1591470000,19,19,0.31932800000000000,0.5,14884029.0
1000017,2023,Промзона,112,1523.0,26.78571400000000,60.0,428.0,112753.8614170000,16,32,0.42857099999999998,0.3,15158617.0
1000017,2024,Промзона,98,1370.0,24.48979600000000,54.0,406.0,135608.1305260000,15,27,0.42857099999999998,0.2,15949053.0
1000018,2020,Промзона,31,321.0,38.70967700000000,12.0,82.0,92041.899757000,11,16,0.8709680000000000,0.0,3428023.0
1000018,2021,Промзона,26,322.0,30.76923100000000,12.0,90.0,109261.7598520000,11,5,0.6153850000000000,0.0,3412115.0
1000018,2022,Промзона,27,296.0,29.62963000000000,11.0,100.0,98732.95772900000,7,8,0.5555560000000000,0.0,3194803.0
1000018,2023,Промзона,29,293.0,44.82758600000000,11.0,151.0,95529.75495500000,8,10,0.6206900000000000,0.0,3321635.0
1000018,2024,Промзона,26,304.0,23.07692300000000,11.0,123.0,131606.0565710000,5,3,0.3076920000000000,0.0,4109845.0
1000019,2020,Вокзал,59,665.0,32.20339000000000,27.0,165.0,101726.2083060000,6,16,0.3728810000000000,0.0,7205267.0
1000019,2021,Вокзал,47,529.0,23.40425500000000,25.0,153.0,98396.5014880000,6,11,0.3617020000000000,0.0,5549458.0
1000019,2022,Вокзал,76,516.0,13.1578950000000,28.0,267.0,103657.8561210000,8,8,0.21052599999999999,0.0,9454183.0
1000019,2023,Вокзал,34,445.0,20.58823500000000,26.0,271.0,102510.4806530000,2,10,0.35294100000000000,0.0,4188816.0
1000019,2024,Вокзал,35,452.0,20.0,21.0,238.0,108939.0651710000,9,11,0.5714290000000000,0.0,4572483.0
1000020,2020,Больница,94,1659.0,36.17021300000000,61.0,498.0,117287.0376650000,9,8,0.18085100000000001,0.0,13232713.0
1000020,2021,Больница,90,1721.0,32.22222200000000,63.0,518.0,111555.793564000,10,8,0.2,0.3,12047015.0
1000020,2022,Больница,101,1758.0,29.7029700000000,62.0,533.0,109619.6058390000,22,22,0.43564399999999998,0.6,13284808.0
1000020,2023,Больница,97,1784.0,31.95876300000000,65.0,571.0,125356.0755600000,11,13,0.24742300000000000,0.6,14596941.0
1000020,2024,Больница,129,2167.0,31.00775200000000,82.0,681.0,127600.7843390000,34,29,0.4883720000000000,0.2,19756728.0
1000021,2020,Учебное_заведение,82,920.0,19.51219500000000,35.0,303.0,120786.2640140000,13,2,0.18292700000000001,0.0,11889436.0
1000021,2021,Учебное_заведение,91,1192.0,17.58241800000000,43.0,376.0,110113.5117230000,11,16,0.2967030000000000,0.2,12030923.0
1000021,2022,Учебное_заведение,92,1309.0,19.56521700000000,47.0,443.0,105907.4147990000,13,13,0.2826090000000000,0.2,11692284.0
1000021,2023,Учебное_заведение,88,1328.0,21.59090900000000,50.0,428.0,125992.4610950000,9,9,0.20454500000000000,0.2,13308214.0
1000021,2024,Учебное_заведение,97,1355.0,21.64948500000000,51.0,340.0,134268.9534240000,8,10,0.18556700000000001,0.5,15627355.0
1000022,2020,Деловой_центр,81,940.0,20.98765400000000,48.0,180.0,96227.68583000000,11,10,0.25925900000000002,0.0,9354952.0
1000022,2021,Деловой_центр,81,845.0,24.69135800000000,47.0,190.0,105050.6148240000,11,8,0.2345680000000000,0.0,10210269.0
1000022,2022,Деловой_центр,85,789.0,24.70588200000000,43.0,190.0,108910.4057760000,4,14,0.21176500000000001,0.0,11109346.0
1000022,2023,Деловой_центр,79,773.0,31.64557000000000,41.0,256.0,109216.983936000,6,10,0.20253199999999999,0.0,10356746.0
1000022,2024,Деловой_центр,76,796.0,35.52631600000000,41.0,315.0,123174.4285390000,7,64,0.9342110000000000,0.0,11229417.0
1000023,2020,Промзона,202,2844.0,34.15841600000000,109.0,822.0,125405.1718190000,15,22,0.18316800000000000,0.5,30408676.0
1000023,2021,Промзона,194,2753.0,36.59793800000000,103.0,841.0,115407.3192450000,16,15,0.15979399999999999,0.5,26861794.0
1000023,2022,Промзона,198,2513.0,37.37373700000000,99.0,930.0,121898.6723230000,10,26,0.18181800000000001,0.5,28957054.0
1000023,2023,Промзона,251,2697.0,29.48207200000000,106.0,1148.0,123500.8887780000,21,19,0.1593630000000000,0.6,37204258.0
1000023,2024,Промзона,235,2710.0,30.63829800000000,105.0,1287.0,128087.0125120000,15,22,0.1574470000000000,0.6,36124496.0
1000024,2020,Аэропорт,187,2445.0,25.66844900000000,101.0,741.0,114228.0406630000,25,28,0.28342200000000001,0.6,25635893.0
1000024,2021,Аэропорт,217,2874.0,25.80645200000000,115.0,1028.0,117829.1579570000,44,28,0.3317970000000000,0.8,30685854.0
1000024,2022,Аэропорт,213,2943.0,28.16901400000000,120.0,1036.0,130627.9670760000,33,37,0.3286380000000000,0.8,33388447.0
1000024,2023,Аэропорт,198,2867.0,28.78787900000000,118.0,1057.0,145814.530023000,30,31,0.30808099999999999,0.8,34641046.0
1000024,2024,Аэропорт,192,2937.0,30.72916700000000,113.0,1156.0,153254.9921040000,31,32,0.328125,0.8,35310329.0
1000025,2020,Туристический_центр,73,996.0,28.76712300000000,36.0,220.0,122534.9329190000,3,1,0.0547950000000000,0.1,10730674.0
1000025,2021,Туристический_центр,71,997.0,30.98591500000000,36.0,190.0,123603.8217770000,2,3,0.07042300000000000,0.2,10535921.0
1000025,2022,Туристический_центр,67,931.0,32.83582100000000,35.0,143.0,101925.2833020000,2,2,0.05970100000000000,0.1,8194057.0
1000025,2023,Туристический_центр,62,869.0,37.09677400000000,33.0,112.0,114837.3834760000,2,8,0.16128999999999999,0.2,8539774.0
1000025,2024,Туристический_центр,58,853.0,37.93103400000000,31.0,152.0,117348.9635690000,6,15,0.3620690000000000,0.2,8165881.0
1000026,2020,Больница,131,1977.0,22.90076300000000,66.0,388.0,152726.7851760000,10,7,0.1297710000000000,0.6,24010715.0
1000026,2021,Больница,138,2025.0,23.91304300000000,66.0,328.0,137233.9690690000,13,14,0.1956520000000000,0.6,22723127.0
1000026,2022,Больница,145,2007.0,21.37931000000000,66.0,365.0,137815.5947940000,25,28,0.36551699999999998,0.5,23975802.0
1000026,2023,Больница,132,2010.0,22.72727300000000,66.0,334.0,136474.2020770000,24,26,0.3787880000000000,0.5,21618732.0
1000026,2024,Больница,132,1953.0,22.72727300000000,66.0,375.0,152022.7381250000,18,21,0.29545500000000002,0.6,24081627.0
1000027,2020,Деловой_центр,89,1212.0,10.1123600000000,47.0,358.0,111756.4042590000,14,13,0.30337100000000000,0.1,11933049.0
1000027,2021,Деловой_центр,88,1219.0,12.5,48.0,451.0,114272.866011000,17,11,0.3181820000000000,0.1,12064859.0
1000027,2022,Деловой_центр,84,1255.0,15.47619000000000,47.0,493.0,102960.9023360000,10,9,0.2261900000000000,0.1,10379619.0
1000027,2023,Деловой_центр,83,1229.0,15.66265100000000,46.0,552.0,105395.6087380000,9,21,0.3614460000000000,0.1,10490162.0
1000027,2024,Деловой_центр,78,1235.0,15.38461500000000,44.0,554.0,120764.2355040000,14,14,0.358974000000000,0.2,11296495.0
1000028,2020,Аэропорт,33,326.0,12.12121200000000,15.0,199.0,114309.0919170000,4,2,0.18181800000000001,0.0,4523048.0
1000028,2021,Аэропорт,34,344.0,14.70588200000000,15.0,214.0,121250.4555310000,4,5,0.2647060000000000,0.0,4945951.0
1000028,2022,Аэропорт,30,327.0,20.0,14.0,227.0,124831.9221680000,3,4,0.23333300000000001,0.0,4495504.0
1000028,2023,Аэропорт,32,326.0,18.75,15.0,311.0,115942.0152230000,7,6,0.40625,0.0,4459550.0
1000028,2024,Аэропорт,32,347.0,21.875,16.0,285.0,135077.3243090000,3,5,0.25,0.0,5191258.0
1000029,2020,Учебное_заведение,111,1815.0,34.23423400000000,61.0,574.0,118745.6602540000,15,10,0.22522500000000001,0.5,15816122.0
1000029,2021,Учебное_заведение,112,1818.0,32.14285700000000,60.0,513.0,119854.3678870000,6,10,0.14285700000000001,0.5,16108332.0
1000029,2022,Учебное_заведение,121,1840.0,33.05785100000000,60.0,598.0,102843.2099250000,17,14,0.256198000000000,0.5,14927821.0
1000029,2023,Учебное_заведение,117,1833.0,37.60683800000000,60.0,653.0,114204.4973990000,11,19,0.2564100000000000,0.5,16034219.0
1000029,2024,Учебное_заведение,109,1856.0,34.86238500000000,59.0,780.0,129394.9377180000,27,22,0.44954100000000002,0.5,16923415.0
1000030,2020,Жилой_район,124,1957.0,23.38709700000000,74.0,402.0,115319.0145860000,15,8,0.18548400000000001,0.8,17161083.0
1000030,2021,Жилой_район,126,1812.0,23.01587300000000,71.0,512.0,118071.5786920000,7,11,0.14285700000000001,0.8,17848287.0
1000030,2022,Жилой_район,128,1787.0,23.4375,71.0,503.0,116944.8768640000,9,15,0.1875,0.8,17965330.0
1000030,2023,Жилой_район,124,1737.0,26.61290300000000,67.0,494.0,131337.2538770000,4,6,0.08064499999999999,0.8,19550647.0
1000030,2024,Жилой_район,128,1785.0,28.90625,66.0,473.0,152654.9992160000,2,10,0.09375,0.8,23447264.0
1000031,2020,Аэропорт,160,3447.0,5.0,116.0,2232.0,134357.6006720000,39,21,0.375,0.5,25798668.0
1000031,2021,Аэропорт,181,4295.0,6.629834000000000,136.0,2460.0,148678.1626930000,45,11,0.30939200000000000,0.5,32296348.0
1000031,2022,Аэропорт,187,4821.0,6.951872000000000,147.0,2316.0,180262.2500420000,25,12,0.19786100000000001,0.6,40448843.0
1000031,2023,Аэропорт,206,4912.0,12.13592200000000,158.0,2183.0,179416.8405080000,25,11,0.17475700000000000,0.6,44352963.0
1000031,2024,Аэропорт,211,4972.0,15.63981000000000,164.0,1954.0,177854.6252030000,15,13,0.13270100000000001,0.8,45032854.0
1000032,2020,Метро,46,660.0,30.43478300000000,26.0,145.0,97776.63796199999,5,11,0.34782600000000002,0.0,5397759.0
1000032,2021,Метро,40,607.0,30.0,23.0,210.0,104650.2041750000,2,9,0.275,0.0,5019345.0
1000032,2022,Метро,50,635.0,16.0,23.0,233.0,104961.3999680000,15,18,0.66,0.0,6297807.0
1000032,2023,Метро,46,649.0,17.39130400000000,23.0,263.0,116554.1808670000,19,17,0.782609000000000,0.0,6436281.0
1000032,2024,Метро,107,656.0,8.411215000000000,24.0,304.0,127041.4815380000,23,17,0.37383200000000000,0.0,16319382.0
1000033,2020,Больница,71,1056.0,23.94366200000000,43.0,354.0,117156.2950380000,5,9,0.19718300000000000,0.5,9986513.0
1000033,2021,Больница,74,1177.0,18.91891900000000,46.0,532.0,128134.6541690000,15,9,0.32432400000000000,0.5,11389123.0
1000033,2022,Больница,88,1151.0,22.72727300000000,46.0,399.0,133637.9177470000,12,10,0.25,0.5,14108327.0
1000033,2023,Больница,85,1236.0,21.17647100000000,46.0,592.0,141050.2132040000,11,14,0.29411799999999999,0.6,14391483.0
1000033,2024,Больница,77,1275.0,25.97402600000000,45.0,453.0,165780.7855660000,8,9,0.22077900000000000,0.6,15319061.0
1000034,2020,Пляж,186,1690.0,21.50537600000000,67.0,403.0,146262.301728000,21,14,0.1881720000000000,1.0,32656695.0
1000034,2021,Пляж,214,1735.0,18.22429900000000,70.0,490.0,142854.5609650000,13,13,0.12149500000000001,1.0,36681010.0
1000034,2022,Пляж,217,1753.0,18.4331800000000,72.0,540.0,129718.8741710000,12,17,0.1336410000000000,1.0,33774596.0
1000034,2023,Пляж,204,1725.0,18.13725500000000,71.0,614.0,145033.778597000,14,9,0.11274500000000000,1.0,35501272.0
1000034,2024,Пляж,186,1757.0,22.58064500000000,69.0,540.0,152201.447609000,10,14,0.12903200000000001,1.0,33960744.0
1000035,2020,Аэропорт,60,651.0,26.66666700000000,27.0,260.0,111529.8488930000,8,10,0.3,0.1,8027520.0
1000035,2021,Аэропорт,59,813.0,25.42372900000000,33.0,256.0,113256.3760310000,8,2,0.1694920000000000,0.1,8014756.0
1000035,2022,Аэропорт,62,816.0,29.03225800000000,34.0,286.0,110414.1512250000,7,4,0.1774190000000000,0.1,8215565.0
1000035,2023,Аэропорт,64,701.0,26.5625,31.0,313.0,104141.4005260000,4,4,0.125,0.1,7999768.0
1000035,2024,Аэропорт,69,841.0,27.53623200000000,34.0,351.0,106986.8794290000,3,10,0.18840599999999999,0.2,8867894.0
1000036,2020,Парк,144,1293.0,38.19444400000000,45.0,484.0,119476.6785940000,7,5,0.08333300000000000,1.0,20650322.0
1000036,2021,Парк,135,1285.0,38.51851900000000,46.0,446.0,119789.8096870000,11,10,0.15555600000000000,1.0,19403065.0
1000036,2022,Парк,132,1300.0,41.66666700000000,47.0,465.0,127325.6801130000,15,10,0.1893940000000000,1.0,20163896.0
1000036,2023,Парк,132,1304.0,39.39393900000000,48.0,696.0,132650.1217350000,12,10,0.16666700000000001,1.0,21014239.0
1000036,2024,Парк,129,1359.0,38.75969000000000,50.0,566.0,130692.4405830000,12,22,0.26356600000000002,1.0,20224589.0
1000037,2020,Жилой_район,138,2291.0,23.18840600000000,77.0,746.0,139080.8623430000,12,10,0.15942000000000001,0.6,23040948.0
1000037,2021,Жилой_район,137,2296.0,24.81751800000000,77.0,740.0,133044.0250680000,45,8,0.38686100000000001,0.8,21878335.0
1000037,2022,Жилой_район,184,2638.0,23.3695650000000,94.0,1380.0,114263.443954000,18,27,0.24456500000000000,0.8,25227023.0
1000037,2023,Жилой_район,177,2759.0,24.29378500000000,97.0,1301.0,137731.9110900000,22,13,0.1977400000000000,0.8,29245692.0
1000037,2024,Жилой_район,173,2819.0,26.58959500000000,98.0,1282.0,142462.313542000,13,23,0.20809200000000000,0.6,29581946.0
1000038,2020,ЖД_станция,106,1151.0,20.75471700000000,59.0,357.0,123787.9272320000,3,12,0.14150900000000000,0.6,15745252.0
1000038,2021,ЖД_станция,100,1254.0,20.0,63.0,340.0,121433.8449600000,20,11,0.31,0.6,14578250.0
1000038,2022,ЖД_станция,104,1269.0,23.07692300000000,65.0,350.0,129506.797552000,11,14,0.2403850000000000,0.8,16154476.0
1000038,2023,ЖД_станция,106,1193.0,24.52830200000000,64.0,369.0,140466.5232010000,17,10,0.25471700000000003,0.6,17864345.0
1000038,2024,ЖД_станция,102,1192.0,31.37254900000000,58.0,392.0,126589.4042090000,5,27,0.3137250000000000,0.8,15494569.0
1000039,2020,ЖД_станция,243,3492.0,37.03703700000000,128.0,970.0,113630.6514740000,12,18,0.12345700000000000,0.6,33134933.0
1000039,2021,ЖД_станция,248,3705.0,34.67741900000000,129.0,1233.0,123313.7688470000,23,19,0.1693550000000000,0.6,36695927.0
1000039,2022,ЖД_станция,255,3768.0,36.07843100000000,131.0,1183.0,133582.3444960000,24,11,0.13725499999999999,0.3,40879312.0
1000039,2023,ЖД_станция,257,3672.0,36.96498100000000,133.0,1269.0,120790.5777660000,13,37,0.19455300000000000,0.8,37246476.0
1000039,2024,ЖД_станция,241,3540.0,35.26971000000000,128.0,1270.0,136675.8620280000,9,32,0.17012400000000000,0.3,39525947.0
1000040,2020,Спальный_район,214,2504.0,23.36448600000000,92.0,894.0,127705.316631000,14,9,0.10747700000000000,0.8,32795327.0
1000040,2021,Спальный_район,224,2550.0,24.10714300000000,92.0,923.0,130535.2661370000,20,18,0.16964299999999999,0.8,35090452.0
1000040,2022,Спальный_район,233,2527.0,24.0343350000000,91.0,890.0,120429.991189000,10,11,0.09012900000000000,0.6,33675784.0
1000040,2023,Спальный_район,225,2538.0,28.0,94.0,1023.0,120398.8704910000,18,26,0.19555600000000001,0.8,32502072.0
1000040,2024,Спальный_район,232,2541.0,28.01724100000000,93.0,1149.0,134741.5849340000,13,25,0.16379299999999999,0.8,37504387.0
1000041,2020,Метро,142,693.0,23.94366200000000,79.0,,117352.9940570000,13,11,0.16901400000000000,0.0,20003339.0
1000041,2021,Метро,143,735.0,23.07692300000000,82.0,0.0,119427.8638680000,13,13,0.18181800000000001,0.0,20495483.0
1000041,2022,Метро,137,724.0,21.8978100000000,84.0,114.0,116217.4894690000,2,7,0.06569300000000000,0.0,19102413.0
1000041,2023,Метро,139,734.0,23.74100700000000,82.0,116.0,138175.7896940000,3,3,0.04316500000000000,0.0,23055477.0
